firstDate,lastDate,RDC-ChambreEnfants_CO2_GAS_CONCENTRATIONppm<>Avg,RDC-ChambreParents_CO2_GAS_CONCENTRATIONppm<>Avg,RDC-Séjour_CO2_GAS_CONCENTRATIONppm<>Avg,RDC-ChambreEnfants_Humidité_HUMIDITY%<>Avg,RDC-ChambreParents_Humidité_HUMIDITY%<>Avg,RDC-Séjour_Humidité_HUMIDITY%<>Avg,Technique-Meteo_Humidité_absolue_Abs_humidityg/m3<>Avg,Technique-Meteo_Humidité_relative_Rel_humidity%<>Avg,RDC-ChambreEnfants_Température_TEMPERATURE°C<>Avg,RDC-ChambreParents_Température_TEMPERATURE°C<>Avg,RDC-Séjour_Température_TEMPERATURE°C<>Avg,prev_day_worked,day_worked,next_day_worked
2017-04-28 22:12:00,2017-04-28 22:12:00,2550.0,1930.0,540.0,39.0,34.0,33.0,4.68,83.3,21.6,19.2,22.6,0,0,1
2017-04-28 22:13:00,2017-04-28 22:13:00,2550.0,1930.0,540.0,39.0,34.0,33.0,4.69,83.5,21.6,19.2,22.6,0,0,1
2017-04-28 22:14:00,2017-04-28 22:14:00,2550.0,1930.0,540.0,39.0,34.0,33.0,4.67,83.1,21.6,19.2,22.6,0,0,1
2017-04-28 22:15:00,2017-04-28 22:15:00,2550.0,1930.0,540.0,39.0,34.0,33.0,4.64,83.6,21.4,19.0,22.6,0,0,1
2017-04-28 22:16:00,2017-04-28 22:16:00,2550.0,1930.0,540.0,39.0,34.0,33.0,4.67,84.0,21.6,19.0,22.6,0,0,1
2017-04-28 22:17:00,2017-04-28 22:17:00,2550.0,1930.0,540.0,39.0,34.0,33.0,4.7,85.8,21.4,19.0,22.6,0,0,1
2017-04-28 22:18:00,2017-04-28 22:18:00,2550.0,1950.0,540.0,39.0,34.0,33.0,4.67,85.2,21.4,19.0,22.6,0,0,1
2017-04-28 22:19:00,2017-04-28 22:19:00,2550.0,1990.0,540.0,39.0,34.0,33.0,4.66,85.7,21.2,19.0,22.6,0,0,1
2017-04-28 22:20:00,2017-04-28 22:20:00,2550.0,1950.0,N/A,39.0,34.0,N/A,4.65,85.4,21.6,19.0,N/A,0,0,1
2017-04-28 22:21:00,2017-04-28 22:21:00,2550.0,1990.0,540.0,39.0,34.0,33.0,4.65,84.9,21.2,19.0,22.6,0,0,1
2017-04-28 22:22:00,2017-04-28 22:22:00,2550.0,1950.0,540.0,39.0,34.0,33.0,4.69,85.0,21.4,19.2,22.4,0,0,1
2017-04-28 22:23:00,2017-04-28 22:23:00,2550.0,1950.0,540.0,39.0,34.0,33.0,4.65,83.8,21.2,19.2,22.4,0,0,1
2017-04-28 22:24:00,2017-04-28 22:24:00,2550.0,1950.0,540.0,39.0,34.0,33.0,4.66,83.9,21.6,19.2,22.4,0,0,1
2017-04-28 22:25:00,2017-04-28 22:25:00,2550.0,1930.0,540.0,39.0,34.0,33.0,4.7,84.6,21.6,19.2,22.4,0,0,1
2017-04-28 22:26:00,2017-04-28 22:26:00,2550.0,1930.0,540.0,39.0,34.0,33.0,4.67,84.0,21.2,19.2,22.4,0,0,1
2017-04-28 22:27:00,2017-04-28 22:27:00,2550.0,1950.0,540.0,39.0,34.0,33.0,4.68,84.9,21.4,19.2,22.4,0,0,1
2017-04-28 22:28:00,2017-04-28 22:28:00,2550.0,1930.0,540.0,39.0,34.0,33.0,4.67,84.0,21.6,19.2,22.4,0,0,1
2017-04-28 22:29:00,2017-04-28 22:29:00,2550.0,1970.0,540.0,39.0,34.0,33.0,4.62,83.7,21.4,19.2,22.4,0,0,1
2017-04-28 22:30:00,2017-04-28 22:30:00,2550.0,1990.0,540.0,39.0,34.0,33.0,4.65,84.8,21.2,19.2,22.4,0,0,1
2017-04-28 22:31:00,2017-04-28 22:31:00,2550.0,1930.0,540.0,39.0,34.0,33.0,4.65,84.8,21.4,19.2,22.4,0,0,1
2017-04-28 22:32:00,2017-04-28 22:32:00,2550.0,1970.0,550.0,39.0,34.0,33.0,4.69,86.2,21.4,19.2,22.4,0,0,1
2017-04-28 22:33:00,2017-04-28 22:33:00,2550.0,1990.0,N/A,39.0,34.0,N/A,4.71,86.0,21.6,19.2,N/A,0,0,1
2017-04-28 22:34:00,2017-04-28 22:34:00,2550.0,1990.0,550.0,39.0,34.0,33.0,4.71,86.5,21.4,19.2,22.4,0,0,1
2017-04-28 22:35:00,2017-04-28 22:35:00,2550.0,1990.0,550.0,39.0,34.0,33.0,4.69,86.1,21.4,19.2,22.4,0,0,1
2017-04-28 22:36:00,2017-04-28 22:36:00,2550.0,1990.0,550.0,39.0,34.0,33.0,4.68,86.5,21.4,19.2,22.4,0,0,1
2017-04-28 22:37:00,2017-04-28 22:37:00,2550.0,1990.0,N/A,39.0,34.0,N/A,4.63,85.1,21.4,19.2,N/A,0,0,1
2017-04-28 22:38:00,2017-04-28 22:38:00,2550.0,1990.0,550.0,39.0,34.0,33.0,4.63,84.5,21.4,19.2,22.4,0,0,1
2017-04-28 22:39:00,2017-04-28 22:39:00,2550.0,1990.0,550.0,39.0,34.0,33.0,4.66,86.1,21.2,19.2,22.4,0,0,1
2017-04-28 22:40:00,2017-04-28 22:40:00,2550.0,1990.0,540.0,39.0,34.0,33.0,4.69,86.6,21.6,19.2,22.4,0,0,1
2017-04-28 22:41:00,2017-04-28 22:41:00,2550.0,1990.0,550.0,39.0,34.0,33.0,4.66,85.7,21.2,19.2,22.4,0,0,1
2017-04-28 22:42:00,2017-04-28 22:42:00,2550.0,1990.0,550.0,39.0,34.0,33.0,4.61,84.8,21.4,19.2,22.4,0,0,1
2017-04-28 22:43:00,2017-04-28 22:43:00,2550.0,1990.0,550.0,39.0,34.0,33.0,4.61,84.1,21.2,19.2,22.2,0,0,1
2017-04-28 22:44:00,2017-04-28 22:44:00,2550.0,1990.0,550.0,39.0,34.0,33.0,4.64,85.3,21.2,19.2,22.2,0,0,1
2017-04-28 22:45:00,2017-04-28 22:45:00,2550.0,1990.0,550.0,39.0,34.0,33.0,4.66,86.2,21.2,19.2,22.2,0,0,1
2017-04-28 22:46:00,2017-04-28 22:46:00,2550.0,2010.0,550.0,39.0,34.0,33.0,4.65,86.0,21.2,19.2,22.4,0,0,1
2017-04-28 22:47:00,2017-04-28 22:47:00,2550.0,2010.0,550.0,39.0,34.0,33.0,4.62,85.3,21.4,19.2,22.2,0,0,1
2017-04-28 22:48:00,2017-04-28 22:48:00,2550.0,2030.0,550.0,39.0,34.0,33.0,4.61,85.2,21.2,19.2,22.2,0,0,1
2017-04-28 22:49:00,2017-04-28 22:49:00,2550.0,2030.0,550.0,39.0,35.0,33.0,4.62,86.0,21.2,19.2,22.2,0,0,1
2017-04-28 22:50:00,2017-04-28 22:50:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.64,86.3,21.2,19.2,22.2,0,0,1
2017-04-28 22:51:00,2017-04-28 22:51:00,2550.0,1990.0,550.0,39.0,35.0,33.0,4.65,86.0,21.2,19.2,22.2,0,0,1
2017-04-28 22:52:00,2017-04-28 22:52:00,2550.0,1990.0,550.0,39.0,35.0,33.0,4.65,86.0,21.4,19.2,22.2,0,0,1
2017-04-28 22:53:00,2017-04-28 22:53:00,2550.0,1990.0,550.0,39.0,35.0,33.0,4.66,85.6,21.4,19.4,22.2,0,0,1
2017-04-28 22:54:00,2017-04-28 22:54:00,2550.0,1990.0,550.0,39.0,35.0,33.0,4.64,85.2,21.2,19.2,22.2,0,0,1
2017-04-28 22:55:00,2017-04-28 22:55:00,2550.0,2010.0,550.0,39.0,35.0,33.0,4.6,84.5,21.2,19.2,22.2,0,0,1
2017-04-28 22:56:00,2017-04-28 22:56:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.59,86.0,21.4,19.2,22.2,0,0,1
2017-04-28 22:57:00,2017-04-28 22:57:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.59,84.8,21.2,19.2,22.2,0,0,1
2017-04-28 22:58:00,2017-04-28 22:58:00,2550.0,2030.0,550.0,39.0,35.0,33.0,4.62,86.0,21.2,19.2,22.2,0,0,1
2017-04-28 22:59:00,2017-04-28 22:59:00,2550.0,2010.0,550.0,39.0,35.0,33.0,4.62,85.4,21.2,19.2,22.2,0,0,1
2017-04-28 23:00:00,2017-04-28 23:00:00,2550.0,2030.0,550.0,39.0,35.0,33.0,4.64,85.7,21.2,19.2,22.2,0,0,1
2017-04-28 23:01:00,2017-04-28 23:01:00,2550.0,2030.0,550.0,39.0,35.0,33.0,4.66,86.1,21.4,19.2,22.2,0,0,1
2017-04-28 23:02:00,2017-04-28 23:02:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.68,87.0,21.4,19.2,22.2,0,0,1
2017-04-28 23:03:00,2017-04-28 23:03:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.65,86.6,21.4,19.2,22.2,0,0,1
2017-04-28 23:04:00,2017-04-28 23:04:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.64,86.3,21.2,19.2,22.2,0,0,1
2017-04-28 23:05:00,2017-04-28 23:05:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.64,86.3,21.4,19.2,22.2,0,0,1
2017-04-28 23:06:00,2017-04-28 23:06:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.63,86.1,21.4,19.2,22.2,0,0,1
2017-04-28 23:07:00,2017-04-28 23:07:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.61,85.1,21.2,19.2,22.2,0,0,1
2017-04-28 23:08:00,2017-04-28 23:08:00,2550.0,2030.0,550.0,39.0,35.0,33.0,4.61,85.2,21.4,19.2,22.2,0,0,1
2017-04-28 23:09:00,2017-04-28 23:09:00,2550.0,2010.0,550.0,39.0,35.0,33.0,4.6,84.5,21.2,19.2,22.2,0,0,1
2017-04-28 23:10:00,2017-04-28 23:10:00,2550.0,2030.0,550.0,39.0,35.0,33.0,4.66,85.6,21.2,19.2,22.0,0,0,1
2017-04-28 23:11:00,2017-04-28 23:11:00,2550.0,2070.0,550.0,39.0,35.0,33.0,4.67,85.9,21.2,19.2,22.0,0,0,1
2017-04-28 23:12:00,2017-04-28 23:12:00,2550.0,2110.0,560.0,39.0,35.0,33.0,4.68,86.4,21.4,19.2,22.0,0,0,1
2017-04-28 23:13:00,2017-04-28 23:13:00,2550.0,2090.0,550.0,39.0,35.0,33.0,4.68,87.0,21.4,19.2,22.0,0,0,1
2017-04-28 23:14:00,2017-04-28 23:14:00,2550.0,2110.0,550.0,39.0,35.0,33.0,4.64,85.8,21.2,19.2,22.0,0,0,1
2017-04-28 23:15:00,2017-04-28 23:15:00,2550.0,2110.0,550.0,39.0,35.0,33.0,4.65,85.4,21.2,19.2,22.0,0,0,1
2017-04-28 23:16:00,2017-04-28 23:16:00,2550.0,2070.0,550.0,39.0,35.0,33.0,4.63,85.5,21.2,19.2,22.0,0,0,1
2017-04-28 23:17:00,2017-04-28 23:17:00,2550.0,2090.0,550.0,39.0,35.0,33.0,4.63,85.6,21.2,19.2,22.0,0,0,1
2017-04-28 23:18:00,2017-04-28 23:18:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.63,85.1,21.6,19.4,22.0,0,0,1
2017-04-28 23:19:00,2017-04-28 23:19:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.62,84.4,21.2,19.4,22.0,0,0,1
2017-04-28 23:20:00,2017-04-28 23:20:00,2550.0,2030.0,550.0,39.0,35.0,33.0,4.7,85.7,21.2,19.4,22.0,0,0,1
2017-04-28 23:21:00,2017-04-28 23:21:00,2550.0,2050.0,N/A,39.0,35.0,N/A,4.69,86.7,21.4,19.4,N/A,0,0,1
2017-04-28 23:22:00,2017-04-28 23:22:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.72,88.4,21.2,19.6,22.0,0,0,1
2017-04-28 23:23:00,2017-04-28 23:23:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.65,88.2,21.2,19.4,22.0,0,0,1
2017-04-28 23:24:00,2017-04-28 23:24:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.65,87.6,21.4,19.6,22.0,0,0,1
2017-04-28 23:25:00,2017-04-28 23:25:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.57,85.6,21.2,19.6,22.0,0,0,1
2017-04-28 23:26:00,2017-04-28 23:26:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.56,85.5,21.2,19.4,22.0,0,0,1
2017-04-28 23:27:00,2017-04-28 23:27:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.6,86.2,21.2,19.4,22.0,0,0,1
2017-04-28 23:28:00,2017-04-28 23:28:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.64,86.9,21.4,19.4,22.0,0,0,1
2017-04-28 23:29:00,2017-04-28 23:29:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.58,85.9,21.4,19.4,22.0,0,0,1
2017-04-28 23:30:00,2017-04-28 23:30:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.56,85.5,21.4,19.6,22.0,0,0,1
2017-04-28 23:31:00,2017-04-28 23:31:00,2550.0,2050.0,N/A,39.0,35.0,N/A,4.59,85.4,21.4,19.4,N/A,0,0,1
2017-04-28 23:32:00,2017-04-28 23:32:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.58,85.3,21.4,19.4,22.0,0,0,1
2017-04-28 23:33:00,2017-04-28 23:33:00,2550.0,2050.0,550.0,39.0,35.0,33.0,4.6,85.6,21.2,19.4,22.0,0,0,1
2017-04-28 23:34:00,2017-04-28 23:34:00,2550.0,2070.0,550.0,39.0,35.0,33.0,4.58,85.9,21.4,19.4,22.0,0,0,1
2017-04-28 23:35:00,2017-04-28 23:35:00,2550.0,2110.0,550.0,39.0,35.0,33.0,4.57,85.0,21.4,19.4,22.0,0,0,1
2017-04-28 23:36:00,2017-04-28 23:36:00,2550.0,2110.0,550.0,39.0,35.0,33.0,4.56,85.4,21.4,19.4,22.0,0,0,1
2017-04-28 23:37:00,2017-04-28 23:37:00,2550.0,2090.0,N/A,39.0,35.0,N/A,4.57,85.7,21.2,19.4,N/A,0,0,1
2017-04-28 23:38:00,2017-04-28 23:38:00,2550.0,2070.0,550.0,39.0,35.0,33.0,4.54,85.1,21.4,19.4,22.0,0,0,1
2017-04-28 23:39:00,2017-04-28 23:39:00,2550.0,2070.0,550.0,39.0,35.0,33.0,4.6,86.2,21.2,19.4,22.0,0,0,1
2017-04-28 23:40:00,2017-04-28 23:40:00,2550.0,2090.0,N/A,39.0,35.0,N/A,4.58,84.7,21.2,19.4,N/A,0,0,1
2017-04-28 23:41:00,2017-04-28 23:41:00,2550.0,2110.0,550.0,39.0,35.0,33.0,4.56,84.8,21.4,19.4,22.0,0,0,1
2017-04-28 23:42:00,2017-04-28 23:42:00,2550.0,2150.0,550.0,39.0,36.0,33.0,4.56,84.8,21.2,19.4,22.0,0,0,1
2017-04-28 23:43:00,2017-04-28 23:43:00,2550.0,2170.0,550.0,39.0,36.0,33.0,4.53,84.2,21.4,19.4,22.0,0,0,1
2017-04-28 23:44:00,2017-04-28 23:44:00,2550.0,2150.0,550.0,39.0,36.0,33.0,4.59,85.4,21.4,19.4,22.0,0,0,1
2017-04-28 23:45:00,2017-04-28 23:45:00,2550.0,2110.0,550.0,39.0,36.0,33.0,4.61,85.7,21.2,19.6,22.0,0,0,1
2017-04-28 23:46:00,2017-04-28 23:46:00,2550.0,2110.0,550.0,39.0,36.0,33.0,4.58,85.9,21.4,19.6,22.0,0,0,1
2017-04-28 23:47:00,2017-04-28 23:47:00,2550.0,2130.0,550.0,39.0,36.0,33.0,4.58,85.9,21.4,19.6,22.0,0,0,1
2017-04-28 23:48:00,2017-04-28 23:48:00,2550.0,2170.0,N/A,39.0,36.0,N/A,4.58,85.9,21.2,19.6,N/A,0,0,1
2017-04-28 23:49:00,2017-04-28 23:49:00,2550.0,2130.0,550.0,39.0,36.0,33.0,4.55,84.7,21.2,19.4,22.0,0,0,1
2017-04-28 23:50:00,2017-04-28 23:50:00,2550.0,2150.0,550.0,39.0,36.0,33.0,4.54,85.0,21.4,19.4,22.0,0,0,1
2017-04-28 23:51:00,2017-04-28 23:51:00,2550.0,2110.0,560.0,39.0,36.0,33.0,4.54,85.0,21.2,19.4,21.8,0,0,1
2017-04-28 23:52:00,2017-04-28 23:52:00,2550.0,2150.0,560.0,39.0,36.0,33.0,4.48,85.1,21.2,19.4,21.8,0,0,1
2017-04-28 23:53:00,2017-04-28 23:53:00,2550.0,2110.0,550.0,39.0,36.0,33.0,4.47,84.2,21.4,19.4,22.0,0,0,1
2017-04-28 23:54:00,2017-04-28 23:54:00,2550.0,2170.0,550.0,39.0,36.0,33.0,4.52,85.1,21.2,19.4,22.0,0,0,1
2017-04-28 23:55:00,2017-04-28 23:55:00,2550.0,2130.0,550.0,39.0,36.0,33.0,4.48,84.4,21.0,19.4,22.0,0,0,1
2017-04-28 23:56:00,2017-04-28 23:56:00,2550.0,2190.0,550.0,39.0,36.0,33.0,4.51,85.6,21.2,19.4,21.8,0,0,1
2017-04-28 23:57:00,2017-04-28 23:57:00,2550.0,2170.0,550.0,39.0,36.0,33.0,4.52,85.8,21.2,19.4,21.8,0,0,1
2017-04-28 23:58:00,2017-04-28 23:58:00,2550.0,2170.0,550.0,39.0,36.0,33.0,4.51,85.5,21.0,19.4,21.8,0,0,1
2017-04-28 23:59:00,2017-04-28 23:59:00,2550.0,2150.0,550.0,39.0,35.0,33.0,4.54,86.1,21.0,19.4,21.8,0,0,1
2017-04-29 00:00:00,2017-04-29 00:00:00,2550.0,2170.0,550.0,39.0,36.0,33.0,4.54,86.1,21.2,19.4,21.8,0,1,1
2017-04-29 00:01:00,2017-04-29 00:01:00,2550.0,2170.0,550.0,39.0,36.0,33.0,4.5,85.3,21.2,19.2,21.8,0,1,1
2017-04-29 00:02:00,2017-04-29 00:02:00,2550.0,2170.0,550.0,39.0,35.0,33.0,4.51,86.1,21.2,19.2,21.8,0,1,1
2017-04-29 00:03:00,2017-04-29 00:03:00,2550.0,2170.0,550.0,39.0,35.0,33.0,4.49,85.8,21.4,19.4,21.8,0,1,1
2017-04-29 00:04:00,2017-04-29 00:04:00,2550.0,2210.0,550.0,39.0,36.0,33.0,4.53,86.0,21.2,19.4,21.8,0,1,1
2017-04-29 00:05:00,2017-04-29 00:05:00,2550.0,2170.0,550.0,39.0,35.0,33.0,4.53,85.9,21.2,19.4,21.8,0,1,1
2017-04-29 00:06:00,2017-04-29 00:06:00,2550.0,2150.0,550.0,39.0,35.0,33.0,4.49,85.2,21.2,19.4,21.8,0,1,1
2017-04-29 00:07:00,2017-04-29 00:07:00,2550.0,2230.0,N/A,39.0,36.0,N/A,4.51,86.1,21.2,19.2,N/A,0,1,1
2017-04-29 00:08:00,2017-04-29 00:08:00,2550.0,2230.0,560.0,39.0,36.0,33.0,4.51,86.1,21.2,19.2,21.8,0,1,1
2017-04-29 00:09:00,2017-04-29 00:09:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.52,85.8,21.4,19.2,21.8,0,1,1
2017-04-29 00:10:00,2017-04-29 00:10:00,2550.0,2230.0,550.0,39.0,35.0,33.0,4.55,86.9,21.0,19.2,21.8,0,1,1
2017-04-29 00:11:00,2017-04-29 00:11:00,2550.0,2170.0,N/A,39.0,35.0,N/A,4.57,86.8,21.2,19.2,N/A,0,1,1
2017-04-29 00:12:00,2017-04-29 00:12:00,2550.0,2190.0,N/A,39.0,35.0,N/A,4.56,87.1,21.2,19.2,N/A,0,1,1
2017-04-29 00:13:00,2017-04-29 00:13:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.54,86.7,21.2,19.2,21.8,0,1,1
2017-04-29 00:14:00,2017-04-29 00:14:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.54,86.1,21.2,19.2,21.8,0,1,1
2017-04-29 00:15:00,2017-04-29 00:15:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.53,86.0,21.2,19.2,21.8,0,1,1
2017-04-29 00:16:00,2017-04-29 00:16:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.49,85.2,21.2,19.2,21.8,0,1,1
2017-04-29 00:17:00,2017-04-29 00:17:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.5,86.0,21.2,19.2,21.8,0,1,1
2017-04-29 00:18:00,2017-04-29 00:18:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.47,83.7,21.2,19.4,21.8,0,1,1
2017-04-29 00:19:00,2017-04-29 00:19:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.51,85.5,21.2,19.4,21.8,0,1,1
2017-04-29 00:20:00,2017-04-29 00:20:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.47,84.9,21.2,19.4,21.8,0,1,1
2017-04-29 00:21:00,2017-04-29 00:21:00,2550.0,2270.0,560.0,39.0,35.0,33.0,4.52,86.4,21.2,19.4,21.8,0,1,1
2017-04-29 00:22:00,2017-04-29 00:22:00,2550.0,2170.0,N/A,39.0,35.0,N/A,4.48,86.2,21.2,19.4,N/A,0,1,1
2017-04-29 00:23:00,2017-04-29 00:23:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.46,85.2,21.0,19.4,21.8,0,1,1
2017-04-29 00:24:00,2017-04-29 00:24:00,2550.0,2170.0,560.0,39.0,35.0,33.0,4.53,86.5,21.0,19.4,21.8,0,1,1
2017-04-29 00:25:00,2017-04-29 00:25:00,2550.0,2190.0,560.0,39.0,35.0,33.0,4.52,86.8,21.2,19.4,21.8,0,1,1
2017-04-29 00:26:00,2017-04-29 00:26:00,2550.0,2230.0,560.0,39.0,35.0,33.0,4.55,87.5,21.2,19.4,21.8,0,1,1
2017-04-29 00:27:00,2017-04-29 00:27:00,2550.0,2270.0,560.0,39.0,36.0,33.0,4.51,86.2,21.0,19.6,21.8,0,1,1
2017-04-29 00:28:00,2017-04-29 00:28:00,2550.0,2230.0,N/A,39.0,35.0,N/A,4.53,86.5,21.2,19.6,N/A,0,1,1
