firstDate,lastDate,RDC-ChambreEnfants_CO2_GAS_CONCENTRATIONppm<>Avg,RDC-ChambreParents_CO2_GAS_CONCENTRATIONppm<>Avg,RDC-Séjour_CO2_GAS_CONCENTRATIONppm<>Avg,RDC-ChambreEnfants_Humidité_HUMIDITY%<>Avg,RDC-ChambreParents_Humidité_HUMIDITY%<>Avg,RDC-Séjour_Humidité_HUMIDITY%<>Avg,Technique-Meteo_Humidité_absolue_Abs_humidityg/m3<>Avg,Technique-Meteo_Humidité_relative_Rel_humidity%<>Avg,RDC-ChambreEnfants_Température_TEMPERATURE°C<>Avg,RDC-ChambreParents_Température_TEMPERATURE°C<>Avg,RDC-Séjour_Température_TEMPERATURE°C<>Avg,prev_day_worked,day_worked,next_day_worked
2017-04-29 14:30:00,2017-04-29 14:30:00,1730.0,2550.0,390.0,36.0,39.0,27.0,4.91,24.7,23.0,21.6,23.4,0,1,1
2017-04-29 14:31:00,2017-04-29 14:31:00,1730.0,2550.0,390.0,36.0,39.0,27.0,4.41,22.2,23.0,21.8,23.4,0,1,1
2017-04-29 14:32:00,2017-04-29 14:32:00,1730.0,2550.0,390.0,36.0,39.0,27.0,4.93,27.4,23.0,22.0,23.4,0,1,1
2017-04-29 14:33:00,2017-04-29 14:33:00,1690.0,2550.0,390.0,36.0,39.0,27.0,4.94,26.7,23.0,21.6,23.4,0,1,1
2017-04-29 14:34:00,2017-04-29 14:34:00,1690.0,2550.0,390.0,36.0,39.0,27.0,5.05,26.7,23.0,21.4,23.4,0,1,1
2017-04-29 14:35:00,2017-04-29 14:35:00,1670.0,2550.0,390.0,36.0,39.0,27.0,5.11,26.3,23.0,22.0,23.4,0,1,1
2017-04-29 14:36:00,2017-04-29 14:36:00,1670.0,2550.0,390.0,36.0,39.0,27.0,4.68,26.6,23.2,21.6,23.4,0,1,1
2017-04-29 14:37:00,2017-04-29 14:37:00,1670.0,2550.0,390.0,36.0,39.0,27.0,5.15,28.0,23.2,21.6,23.4,0,1,1
2017-04-29 14:38:00,2017-04-29 14:38:00,1670.0,2550.0,390.0,36.0,39.0,27.0,4.35,23.5,23.0,22.0,23.4,0,1,1
2017-04-29 14:39:00,2017-04-29 14:39:00,1670.0,2550.0,390.0,36.0,39.0,27.0,5.22,27.3,23.0,22.0,23.4,0,1,1
2017-04-29 14:40:00,2017-04-29 14:40:00,1670.0,2550.0,390.0,36.0,39.0,27.0,5.21,26.5,23.0,22.0,23.4,0,1,1
2017-04-29 14:41:00,2017-04-29 14:41:00,1650.0,2550.0,390.0,35.0,39.0,27.0,5.06,26.3,23.0,21.8,23.4,0,1,1
2017-04-29 14:42:00,2017-04-29 14:42:00,1620.0,2550.0,390.0,35.0,39.0,27.0,4.56,25.5,23.2,21.6,23.4,0,1,1
2017-04-29 14:43:00,2017-04-29 14:43:00,1620.0,2550.0,390.0,35.0,39.0,27.0,4.75,26.7,23.0,21.4,23.4,0,1,1
2017-04-29 14:44:00,2017-04-29 14:44:00,1620.0,2550.0,390.0,35.0,39.0,27.0,4.72,26.4,23.2,21.4,23.4,0,1,1
2017-04-29 14:45:00,2017-04-29 14:45:00,1600.0,2550.0,390.0,35.0,39.0,27.0,5.16,28.2,23.2,22.6,23.4,0,1,1
2017-04-29 14:46:00,2017-04-29 14:46:00,1600.0,2550.0,390.0,35.0,39.0,26.0,4.69,24.5,23.0,21.4,23.4,0,1,1
2017-04-29 14:47:00,2017-04-29 14:47:00,1600.0,2550.0,390.0,35.0,39.0,27.0,4.51,25.6,23.0,21.6,23.4,0,1,1
2017-04-29 14:48:00,2017-04-29 14:48:00,1590.0,2550.0,390.0,35.0,39.0,27.0,4.87,26.2,23.0,21.6,23.4,0,1,1
2017-04-29 14:49:00,2017-04-29 14:49:00,1570.0,2550.0,400.0,35.0,39.0,27.0,5.22,27.0,23.2,21.8,23.4,0,1,1
2017-04-29 14:50:00,2017-04-29 14:50:00,1570.0,2550.0,420.0,35.0,39.0,27.0,4.81,25.0,23.2,21.6,23.4,0,1,1
2017-04-29 14:51:00,2017-04-29 14:51:00,1600.0,2550.0,400.0,35.0,39.0,27.0,5.08,26.0,23.0,21.4,23.4,0,1,1
2017-04-29 14:52:00,2017-04-29 14:52:00,1600.0,2550.0,390.0,35.0,38.0,27.0,4.75,26.4,23.0,22.8,23.4,0,1,1
2017-04-29 14:53:00,2017-04-29 14:53:00,1600.0,2550.0,390.0,35.0,39.0,27.0,4.81,25.7,23.0,22.0,23.4,0,1,1
2017-04-29 14:54:00,2017-04-29 14:54:00,1600.0,2550.0,390.0,35.0,38.0,27.0,4.52,23.5,23.0,22.6,23.4,0,1,1
2017-04-29 14:55:00,2017-04-29 14:55:00,1600.0,2550.0,390.0,35.0,38.0,27.0,4.57,25.0,23.0,22.8,23.4,0,1,1
2017-04-29 14:56:00,2017-04-29 14:56:00,1600.0,2550.0,390.0,35.0,38.0,28.0,4.67,27.1,23.0,22.8,23.4,0,1,1
2017-04-29 14:57:00,2017-04-29 14:57:00,1590.0,2550.0,390.0,35.0,38.0,28.0,4.77,26.1,23.0,22.8,23.6,0,1,1
2017-04-29 14:58:00,2017-04-29 14:58:00,1580.0,2550.0,390.0,35.0,38.0,28.0,4.42,24.7,23.0,22.8,23.6,0,1,1
2017-04-29 14:59:00,2017-04-29 14:59:00,1580.0,2550.0,390.0,36.0,38.0,28.0,4.95,27.8,23.0,22.4,23.6,0,1,1
2017-04-29 15:00:00,2017-04-29 15:00:00,1580.0,2550.0,390.0,35.0,38.0,28.0,5.26,28.1,23.0,22.8,23.6,0,1,1
2017-04-29 15:01:00,2017-04-29 15:01:00,1570.0,2550.0,390.0,36.0,38.0,28.0,4.67,24.0,23.0,22.8,23.6,0,1,1
2017-04-29 15:02:00,2017-04-29 15:02:00,1570.0,2550.0,400.0,35.0,38.0,28.0,4.83,26.1,23.0,22.8,23.6,0,1,1
2017-04-29 15:03:00,2017-04-29 15:03:00,1570.0,2550.0,400.0,36.0,38.0,28.0,4.44,25.2,23.0,22.8,23.6,0,1,1
2017-04-29 15:04:00,2017-04-29 15:04:00,1570.0,2450.0,400.0,36.0,38.0,28.0,4.62,25.1,23.0,22.8,23.6,0,1,1
2017-04-29 15:05:00,2017-04-29 15:05:00,1570.0,2550.0,400.0,36.0,38.0,28.0,4.65,25.3,23.0,22.4,23.6,0,1,1
2017-04-29 15:06:00,2017-04-29 15:06:00,1570.0,2370.0,400.0,36.0,38.0,28.0,4.42,25.4,23.0,22.8,23.8,0,1,1
2017-04-29 15:07:00,2017-04-29 15:07:00,1570.0,2310.0,400.0,36.0,38.0,28.0,4.63,26.0,23.0,22.8,23.8,0,1,1
2017-04-29 15:08:00,2017-04-29 15:08:00,1560.0,2230.0,400.0,35.0,38.0,28.0,4.87,27.2,23.0,22.8,23.8,0,1,1
2017-04-29 15:09:00,2017-04-29 15:09:00,1540.0,2190.0,400.0,36.0,38.0,28.0,4.5,25.0,23.2,22.8,23.8,0,1,1
2017-04-29 15:10:00,2017-04-29 15:10:00,1540.0,2090.0,400.0,35.0,38.0,28.0,4.53,26.3,23.2,22.6,23.8,0,1,1
2017-04-29 15:11:00,2017-04-29 15:11:00,1540.0,2170.0,400.0,35.0,38.0,29.0,4.48,25.3,23.0,22.4,23.8,0,1,1
2017-04-29 15:12:00,2017-04-29 15:12:00,1540.0,2070.0,400.0,35.0,38.0,28.0,4.65,24.7,23.0,22.8,23.8,0,1,1
2017-04-29 15:13:00,2017-04-29 15:13:00,1540.0,1950.0,400.0,35.0,38.0,29.0,4.47,24.3,23.0,22.6,23.8,0,1,1
2017-04-29 15:14:00,2017-04-29 15:14:00,1540.0,1990.0,400.0,35.0,38.0,29.0,4.44,25.1,23.0,22.6,23.8,0,1,1
2017-04-29 15:15:00,2017-04-29 15:15:00,1530.0,1930.0,400.0,35.0,38.0,29.0,4.88,27.7,23.2,22.8,23.8,0,1,1
2017-04-29 15:16:00,2017-04-29 15:16:00,1540.0,1870.0,400.0,35.0,38.0,29.0,4.53,23.7,23.0,22.8,23.8,0,1,1
2017-04-29 15:17:00,2017-04-29 15:17:00,1530.0,1870.0,400.0,35.0,38.0,29.0,4.5,24.2,23.2,22.6,23.8,0,1,1
2017-04-29 15:18:00,2017-04-29 15:18:00,1530.0,1850.0,400.0,35.0,38.0,29.0,4.4,23.8,23.2,22.6,23.8,0,1,1
2017-04-29 15:19:00,2017-04-29 15:19:00,1530.0,1820.0,400.0,35.0,38.0,29.0,4.82,25.5,23.0,22.6,23.8,0,1,1
2017-04-29 15:20:00,2017-04-29 15:20:00,1520.0,1800.0,390.0,35.0,38.0,29.0,4.85,27.1,23.0,22.6,24.0,0,1,1
2017-04-29 15:21:00,2017-04-29 15:21:00,1520.0,1930.0,400.0,35.0,38.0,29.0,4.77,24.3,23.0,22.4,24.0,0,1,1
2017-04-29 15:22:00,2017-04-29 15:22:00,1520.0,2550.0,410.0,35.0,39.0,29.0,4.98,25.2,23.0,21.8,23.8,0,1,1
2017-04-29 15:23:00,2017-04-29 15:23:00,1510.0,2550.0,410.0,35.0,39.0,29.0,4.72,24.7,23.0,22.0,23.8,0,1,1
2017-04-29 15:24:00,2017-04-29 15:24:00,1510.0,2390.0,400.0,35.0,39.0,30.0,4.88,26.1,23.0,22.0,23.8,0,1,1
2017-04-29 15:25:00,2017-04-29 15:25:00,1510.0,2210.0,400.0,35.0,38.0,30.0,5.27,27.7,23.0,22.4,23.8,0,1,1
2017-04-29 15:26:00,2017-04-29 15:26:00,1510.0,2050.0,400.0,35.0,38.0,30.0,5.41,32.5,23.0,22.4,24.0,0,1,1
2017-04-29 15:27:00,2017-04-29 15:27:00,1510.0,1930.0,400.0,35.0,38.0,30.0,4.41,25.6,23.0,22.6,24.0,0,1,1
2017-04-29 15:28:00,2017-04-29 15:28:00,1510.0,1800.0,400.0,35.0,38.0,30.0,4.46,27.1,23.0,22.6,24.0,0,1,1
2017-04-29 15:29:00,2017-04-29 15:29:00,1510.0,1790.0,400.0,35.0,38.0,30.0,4.55,27.5,23.0,22.6,24.0,0,1,1
2017-04-29 15:30:00,2017-04-29 15:30:00,1510.0,1740.0,400.0,35.0,38.0,30.0,4.82,26.8,23.0,22.6,24.0,0,1,1
2017-04-29 15:31:00,2017-04-29 15:31:00,1490.0,1710.0,400.0,35.0,38.0,30.0,4.78,25.7,23.0,22.4,24.0,0,1,1
2017-04-29 15:32:00,2017-04-29 15:32:00,1490.0,1670.0,400.0,35.0,38.0,30.0,4.97,26.7,23.0,22.6,24.0,0,1,1
2017-04-29 15:33:00,2017-04-29 15:33:00,1490.0,1670.0,400.0,35.0,38.0,30.0,4.74,26.2,23.0,22.6,24.0,0,1,1
2017-04-29 15:34:00,2017-04-29 15:34:00,1490.0,1710.0,400.0,35.0,38.0,30.0,5.13,27.6,23.0,22.2,24.0,0,1,1
2017-04-29 15:35:00,2017-04-29 15:35:00,1490.0,1680.0,400.0,36.0,38.0,30.0,4.4,23.9,23.0,22.4,24.0,0,1,1
2017-04-29 15:36:00,2017-04-29 15:36:00,1490.0,1630.0,400.0,36.0,38.0,30.0,4.77,27.4,23.0,22.6,24.0,0,1,1
2017-04-29 15:37:00,2017-04-29 15:37:00,1490.0,1590.0,400.0,36.0,38.0,30.0,4.91,26.7,23.0,22.6,24.0,0,1,1
2017-04-29 15:38:00,2017-04-29 15:38:00,1470.0,1560.0,400.0,36.0,38.0,30.0,4.41,24.4,23.0,22.6,24.0,0,1,1
2017-04-29 15:39:00,2017-04-29 15:39:00,1470.0,1540.0,400.0,36.0,38.0,30.0,4.67,24.7,23.0,22.6,24.0,0,1,1
2017-04-29 15:40:00,2017-04-29 15:40:00,1470.0,1510.0,400.0,36.0,38.0,30.0,4.78,25.0,23.0,22.6,24.0,0,1,1
2017-04-29 15:41:00,2017-04-29 15:41:00,1470.0,1510.0,400.0,36.0,38.0,30.0,4.66,24.1,23.0,22.6,24.2,0,1,1
2017-04-29 15:42:00,2017-04-29 15:42:00,1470.0,1510.0,400.0,36.0,38.0,30.0,4.6,24.2,22.8,22.6,24.0,0,1,1
2017-04-29 15:43:00,2017-04-29 15:43:00,1470.0,1490.0,400.0,36.0,38.0,30.0,4.8,25.1,23.0,22.6,24.2,0,1,1
2017-04-29 15:44:00,2017-04-29 15:44:00,1470.0,1490.0,400.0,36.0,38.0,31.0,4.5,25.3,23.0,22.6,24.2,0,1,1
2017-04-29 15:45:00,2017-04-29 15:45:00,1470.0,1470.0,400.0,36.0,38.0,30.0,4.75,25.8,22.8,22.6,24.2,0,1,1
2017-04-29 15:46:00,2017-04-29 15:46:00,1470.0,1470.0,400.0,36.0,38.0,30.0,4.94,25.7,22.8,22.6,24.2,0,1,1
2017-04-29 15:47:00,2017-04-29 15:47:00,1470.0,1450.0,400.0,36.0,38.0,31.0,4.94,25.0,22.8,22.6,24.2,0,1,1
2017-04-29 15:48:00,2017-04-29 15:48:00,1460.0,1440.0,400.0,36.0,38.0,30.0,4.87,25.3,23.0,22.6,24.2,0,1,1
2017-04-29 15:49:00,2017-04-29 15:49:00,1450.0,1420.0,400.0,36.0,38.0,31.0,4.43,23.7,23.0,22.6,24.2,0,1,1
2017-04-29 15:50:00,2017-04-29 15:50:00,1460.0,1420.0,400.0,36.0,38.0,31.0,4.41,25.6,22.8,22.4,24.2,0,1,1
2017-04-29 15:51:00,2017-04-29 15:51:00,1450.0,1450.0,400.0,36.0,38.0,31.0,4.9,27.4,22.8,22.4,24.2,0,1,1
2017-04-29 15:52:00,2017-04-29 15:52:00,1440.0,1410.0,400.0,36.0,38.0,31.0,4.5,25.4,23.0,22.6,24.2,0,1,1
2017-04-29 15:53:00,2017-04-29 15:53:00,1440.0,1400.0,400.0,36.0,38.0,31.0,4.68,26.0,23.0,22.6,24.4,0,1,1
2017-04-29 15:54:00,2017-04-29 15:54:00,1440.0,1390.0,400.0,36.0,38.0,31.0,4.54,25.4,23.0,22.6,24.4,0,1,1
2017-04-29 15:55:00,2017-04-29 15:55:00,1430.0,1360.0,400.0,36.0,38.0,31.0,4.98,26.3,23.0,22.4,24.4,0,1,1
2017-04-29 15:56:00,2017-04-29 15:56:00,1440.0,1360.0,400.0,36.0,38.0,31.0,4.42,22.6,23.0,22.6,24.4,0,1,1
2017-04-29 15:57:00,2017-04-29 15:57:00,1430.0,1360.0,400.0,36.0,38.0,31.0,4.59,24.4,23.0,22.6,24.4,0,1,1
2017-04-29 15:58:00,2017-04-29 15:58:00,1430.0,1370.0,400.0,36.0,38.0,31.0,5.04,26.5,23.0,22.4,24.4,0,1,1
2017-04-29 15:59:00,2017-04-29 15:59:00,1420.0,1340.0,400.0,36.0,38.0,31.0,4.54,24.4,23.0,22.4,24.4,0,1,1
2017-04-29 16:00:00,2017-04-29 16:00:00,1410.0,1350.0,400.0,36.0,38.0,31.0,4.33,24.2,23.0,22.4,24.4,0,1,1
2017-04-29 16:01:00,2017-04-29 16:01:00,1410.0,1330.0,400.0,36.0,38.0,31.0,4.47,25.4,23.0,22.6,24.4,0,1,1
2017-04-29 16:02:00,2017-04-29 16:02:00,1410.0,1330.0,400.0,36.0,38.0,31.0,4.52,25.8,23.0,22.6,24.4,0,1,1
2017-04-29 16:03:00,2017-04-29 16:03:00,1410.0,1330.0,400.0,36.0,38.0,31.0,4.85,26.5,23.0,22.6,24.4,0,1,1
2017-04-29 16:04:00,2017-04-29 16:04:00,1420.0,1330.0,400.0,36.0,38.0,31.0,5.05,26.1,22.8,22.6,24.6,0,1,1
2017-04-29 16:05:00,2017-04-29 16:05:00,1410.0,1330.0,400.0,36.0,38.0,31.0,4.39,23.2,23.0,22.4,24.6,0,1,1
2017-04-29 16:06:00,2017-04-29 16:06:00,1410.0,1330.0,400.0,36.0,38.0,31.0,4.64,24.8,22.8,22.6,24.6,0,1,1
2017-04-29 16:07:00,2017-04-29 16:07:00,1410.0,1310.0,400.0,36.0,38.0,31.0,4.98,25.5,23.0,22.6,24.6,0,1,1
2017-04-29 16:08:00,2017-04-29 16:08:00,1400.0,1310.0,400.0,36.0,38.0,31.0,4.98,25.2,23.0,22.4,24.6,0,1,1
2017-04-29 16:09:00,2017-04-29 16:09:00,1380.0,1310.0,400.0,36.0,38.0,31.0,4.99,25.8,23.0,22.6,24.6,0,1,1
2017-04-29 16:10:00,2017-04-29 16:10:00,1380.0,1310.0,400.0,36.0,38.0,31.0,5.2,25.8,23.0,22.4,24.6,0,1,1
2017-04-29 16:11:00,2017-04-29 16:11:00,1380.0,1310.0,400.0,36.0,38.0,31.0,4.6,23.4,23.0,22.4,24.6,0,1,1
2017-04-29 16:12:00,2017-04-29 16:12:00,1380.0,1310.0,400.0,36.0,38.0,31.0,4.84,27.2,23.0,22.4,24.6,0,1,1
2017-04-29 16:13:00,2017-04-29 16:13:00,1380.0,1360.0,400.0,36.0,38.0,31.0,4.47,27.3,23.0,22.2,24.6,0,1,1
2017-04-29 16:14:00,2017-04-29 16:14:00,1380.0,1310.0,400.0,36.0,38.0,31.0,4.94,27.9,23.0,22.4,24.6,0,1,1
2017-04-29 16:15:00,2017-04-29 16:15:00,1380.0,1310.0,400.0,36.0,38.0,31.0,4.42,23.0,23.0,22.4,24.6,0,1,1
2017-04-29 16:16:00,2017-04-29 16:16:00,1380.0,1310.0,400.0,36.0,38.0,31.0,4.34,24.5,22.8,22.4,24.6,0,1,1
2017-04-29 16:17:00,2017-04-29 16:17:00,1380.0,1310.0,400.0,36.0,38.0,32.0,4.57,25.3,23.0,22.4,24.8,0,1,1
2017-04-29 16:18:00,2017-04-29 16:18:00,1380.0,1310.0,400.0,36.0,38.0,31.0,4.6,24.6,22.8,22.4,24.8,0,1,1
2017-04-29 16:19:00,2017-04-29 16:19:00,1380.0,1310.0,400.0,36.0,38.0,31.0,4.59,24.8,22.8,22.4,24.8,0,1,1
2017-04-29 16:20:00,2017-04-29 16:20:00,1360.0,1310.0,400.0,36.0,38.0,31.0,4.53,24.8,23.0,22.4,24.8,0,1,1
2017-04-29 16:21:00,2017-04-29 16:21:00,1380.0,1310.0,400.0,36.0,38.0,32.0,4.64,25.8,22.8,22.4,24.8,0,1,1
2017-04-29 16:22:00,2017-04-29 16:22:00,1380.0,1310.0,400.0,36.0,38.0,31.0,4.63,26.3,23.0,22.4,24.8,0,1,1
2017-04-29 16:23:00,2017-04-29 16:23:00,1380.0,1290.0,400.0,36.0,38.0,31.0,5.05,27.6,22.8,22.4,24.8,0,1,1
2017-04-29 16:24:00,2017-04-29 16:24:00,1360.0,1310.0,400.0,36.0,38.0,31.0,4.7,24.2,22.8,22.4,24.8,0,1,1
2017-04-29 16:25:00,2017-04-29 16:25:00,1360.0,1310.0,400.0,36.0,38.0,31.0,4.42,24.2,22.8,22.4,24.8,0,1,1
2017-04-29 16:26:00,2017-04-29 16:26:00,1360.0,1310.0,400.0,36.0,38.0,31.0,4.54,26.1,22.8,22.4,24.8,0,1,1
2017-04-29 16:27:00,2017-04-29 16:27:00,1360.0,1290.0,400.0,36.0,38.0,31.0,5.2,26.9,23.0,22.4,25.0,0,1,1
2017-04-29 16:28:00,2017-04-29 16:28:00,1340.0,1290.0,400.0,36.0,38.0,31.0,4.79,24.9,23.0,22.4,25.0,0,1,1
2017-04-29 16:29:00,2017-04-29 16:29:00,1360.0,1290.0,400.0,36.0,38.0,31.0,4.6,23.4,22.8,22.4,25.0,0,1,1
2017-04-29 16:30:00,2017-04-29 16:30:00,1340.0,1290.0,400.0,36.0,38.0,31.0,5.1,26.1,23.0,22.4,25.0,0,1,1
2017-04-29 16:31:00,2017-04-29 16:31:00,1340.0,1290.0,400.0,36.0,38.0,31.0,4.92,24.9,22.8,22.4,25.0,0,1,1
2017-04-29 16:32:00,2017-04-29 16:32:00,1340.0,1290.0,400.0,36.0,38.0,31.0,4.67,24.3,23.0,22.4,25.0,0,1,1
2017-04-29 16:33:00,2017-04-29 16:33:00,1330.0,1290.0,400.0,36.0,38.0,32.0,4.95,26.3,23.0,22.4,25.0,0,1,1
2017-04-29 16:34:00,2017-04-29 16:34:00,1320.0,1290.0,400.0,36.0,38.0,32.0,4.91,25.1,23.2,22.4,25.0,0,1,1
2017-04-29 16:35:00,2017-04-29 16:35:00,1330.0,1290.0,400.0,36.0,38.0,31.0,4.61,24.0,23.0,22.4,25.0,0,1,1
2017-04-29 16:36:00,2017-04-29 16:36:00,1330.0,1290.0,400.0,35.0,38.0,32.0,4.9,25.2,23.0,22.4,25.0,0,1,1
2017-04-29 16:37:00,2017-04-29 16:37:00,1330.0,1290.0,400.0,35.0,38.0,31.0,4.88,24.7,23.0,22.4,25.0,0,1,1
2017-04-29 16:38:00,2017-04-29 16:38:00,1330.0,1290.0,400.0,35.0,38.0,32.0,4.94,24.6,22.8,22.4,25.0,0,1,1
2017-04-29 16:39:00,2017-04-29 16:39:00,1320.0,1290.0,400.0,35.0,38.0,31.0,4.81,24.2,22.8,22.4,25.0,0,1,1
2017-04-29 16:40:00,2017-04-29 16:40:00,1310.0,1280.0,400.0,36.0,38.0,32.0,4.67,23.9,22.8,22.4,25.0,0,1,1
2017-04-29 16:41:00,2017-04-29 16:41:00,1310.0,1290.0,400.0,36.0,38.0,31.0,4.77,23.9,23.0,22.4,25.2,0,1,1
2017-04-29 16:42:00,2017-04-29 16:42:00,1310.0,1280.0,400.0,36.0,38.0,31.0,4.38,22.3,23.0,22.4,25.2,0,1,1
2017-04-29 16:43:00,2017-04-29 16:43:00,1310.0,1290.0,400.0,36.0,38.0,31.0,4.77,24.3,22.8,22.4,25.2,0,1,1
2017-04-29 16:44:00,2017-04-29 16:44:00,1310.0,1290.0,400.0,36.0,38.0,32.0,4.42,22.5,23.0,22.4,25.2,0,1,1
2017-04-29 16:45:00,2017-04-29 16:45:00,1310.0,1280.0,400.0,36.0,38.0,31.0,4.87,24.9,23.0,22.4,25.2,0,1,1
2017-04-29 16:46:00,2017-04-29 16:46:00,1310.0,1280.0,400.0,36.0,38.0,31.0,4.89,25.0,22.8,22.4,25.4,0,1,1
2017-04-29 16:47:00,2017-04-29 16:47:00,1310.0,1290.0,400.0,36.0,38.0,32.0,4.57,23.4,22.6,22.4,25.4,0,1,1
2017-04-29 16:48:00,2017-04-29 16:48:00,1310.0,1280.0,400.0,36.0,38.0,31.0,5.06,25.9,22.6,22.4,25.4,0,1,1
2017-04-29 16:49:00,2017-04-29 16:49:00,1310.0,1280.0,390.0,36.0,38.0,31.0,4.67,23.9,22.8,22.4,25.6,0,1,1
2017-04-29 16:50:00,2017-04-29 16:50:00,1310.0,1270.0,390.0,36.0,38.0,31.0,4.65,23.8,22.8,22.4,25.6,0,1,1
2017-04-29 16:51:00,2017-04-29 16:51:00,1310.0,1280.0,390.0,36.0,38.0,31.0,4.54,23.5,22.6,22.4,25.6,0,1,1
2017-04-29 16:52:00,2017-04-29 16:52:00,1300.0,1280.0,390.0,36.0,38.0,31.0,4.68,24.2,22.8,22.4,25.6,0,1,1
2017-04-29 16:53:00,2017-04-29 16:53:00,1300.0,1280.0,390.0,36.0,38.0,32.0,4.96,25.8,22.8,22.4,25.6,0,1,1
2017-04-29 16:54:00,2017-04-29 16:54:00,1290.0,1280.0,390.0,36.0,38.0,31.0,4.77,24.8,22.8,22.4,25.6,0,1,1
2017-04-29 16:55:00,2017-04-29 16:55:00,1280.0,1270.0,390.0,36.0,38.0,31.0,4.6,23.9,23.0,22.4,25.8,0,1,1
2017-04-29 16:56:00,2017-04-29 16:56:00,1280.0,1280.0,390.0,36.0,38.0,31.0,4.65,24.3,23.0,22.4,25.8,0,1,1
2017-04-29 16:57:00,2017-04-29 16:57:00,1290.0,1270.0,390.0,36.0,38.0,31.0,4.65,24.3,22.6,22.4,25.8,0,1,1
2017-04-29 16:58:00,2017-04-29 16:58:00,1280.0,1280.0,390.0,36.0,38.0,31.0,5.1,26.8,22.8,22.4,25.8,0,1,1
2017-04-29 16:59:00,2017-04-29 16:59:00,1280.0,1270.0,390.0,36.0,38.0,31.0,4.62,24.4,23.0,22.4,25.8,0,1,1
2017-04-29 17:00:00,2017-04-29 17:00:00,1280.0,1270.0,390.0,36.0,38.0,31.0,4.86,25.7,22.8,22.4,25.8,0,1,1
2017-04-29 17:01:00,2017-04-29 17:01:00,1280.0,1280.0,390.0,36.0,38.0,31.0,4.63,24.5,22.6,22.4,25.8,0,1,1
2017-04-29 17:02:00,2017-04-29 17:02:00,1270.0,1280.0,390.0,36.0,38.0,31.0,4.53,23.8,23.0,22.4,25.8,0,1,1
2017-04-29 17:03:00,2017-04-29 17:03:00,1250.0,1290.0,390.0,36.0,38.0,31.0,4.77,25.1,23.0,22.4,26.0,0,1,1
2017-04-29 17:04:00,2017-04-29 17:04:00,1280.0,1280.0,390.0,36.0,38.0,31.0,4.86,25.4,22.6,22.4,26.0,0,1,1
2017-04-29 17:05:00,2017-04-29 17:05:00,1280.0,1290.0,390.0,36.0,38.0,31.0,4.63,24.2,22.6,22.4,26.0,0,1,1
2017-04-29 17:06:00,2017-04-29 17:06:00,1250.0,1260.0,390.0,36.0,38.0,31.0,4.55,23.8,23.0,22.4,26.0,0,1,1
2017-04-29 17:07:00,2017-04-29 17:07:00,1250.0,1290.0,390.0,36.0,38.0,31.0,4.39,23.1,22.8,22.4,26.0,0,1,1
2017-04-29 17:08:00,2017-04-29 17:08:00,1270.0,1640.0,390.0,36.0,38.0,31.0,4.73,25.0,22.6,22.0,26.0,0,1,1
